,Unnamed: 0,id,title,release_date,genres,original_language,vote_average,vote_count,popularity,overview,budget,production_companies,revenue,runtime,tagline
7817,7816,479,Shaft,2000-06-15,"['Action', 'Adventure', 'Crime', 'Thriller']",English,6.0,1124.0,14.274,"New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.",46000000.0,"['Paramount', 'Scott Rudin Productions', 'New Deal Productions', 'Shaft Productions', 'Munich Film Partners & Company (MFP) GHS Productions']",107626125.0,99.0,"Still the man, any questions?"
7818,7817,1105313,Jeepers Creepers Returns,2023-05-26,['Horror'],English,5.0,2.0,14.273,"An evil warlock summons the Creeper from the bounds of hell to slay on earth Every 23 years for 23 days, but he also needs to eat and refresh his flesh Or he will loose his immortality forever.",20000.0,[],0.0,0.0,Who is the Creeper ? Where Does He Come From ? We will soon find out...
7819,7818,1648,Bill & Ted's Excellent Adventure,1989-02-17,"['Adventure', 'Comedy', 'Science Fiction']",English,6.8,1579.0,14.272,"Bill and Ted are high school buddies starting a band. They are also about to fail their history class—which means Ted would be sent to military school—but receive help from Rufus, a traveller from a future where their band is the foundation for a perfect society. With the use of Rufus' time machine, Bill and Ted travel to various points in history, returning with important figures to help them complete their final history presentation.",10000000.0,['Orion Pictures'],40485039.0,90.0,History is about to be rewritten by two guys who can't spell.
7820,7819,381,To Catch a Thief,1955-08-03,"['Crime', 'Thriller', 'Mystery', 'Romance', 'Comedy']",English,7.3,1309.0,14.27,"An ex-thief is accused of enacting a new crime spree, so to clear his name he sets off to catch the new thief, who’s imitating his signature style.",2500000.0,['Paramount'],8750000.0,106.0,WANTED by the police in all the luxury-spots of Europe!... A catch for any woman!
7821,7820,243,High Fidelity,2000-03-17,"['Drama', 'Comedy', 'Romance', 'Music']",English,7.1,1720.0,14.27,"When record store owner and compulsive list-compiler Rob Gordon gets dumped by his long-time girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in order to figure out what went wrong. As he examines his failed attempts at romance and happiness, the process finds him being dragged, kicking and screaming, into adulthood.",30000000.0,"['Buena Vista Pictures', 'Touchstone Pictures', 'Working Title Films', 'Dogstar Films', 'New Crime Productions']",47126295.0,113.0,"A comedy about fear of commitment, hating your job, falling in love and other pop favorites."
7823,7822,12702,Critters 3,1991-12-11,"['Comedy', 'Horror', 'Science Fiction']",English,5.1,305.0,14.269,"In what appears to be a cross between Critters and The Towering Inferno, the residents of a shoddy L.A. apartment block are chased up to the roof by hoards of the eponymous hairy horrors.",0.0,"['OH Films', 'New Line Cinema']",0.0,85.0,First they destroyed a farm. Then they terrorised a town. Now they're ready to do some real damage!
7824,7823,318850,The Young Messiah,2016-03-10,"['Drama', 'History']",English,6.5,115.0,14.268,"Tells the story of Jesus Christ at age seven as he and his family depart Egypt to return home to Nazareth. Told from his childhood perspective, it follows young Jesus as he grows into his religious identity.",18500000.0,['Focus Features'],6490401.0,120.0,"Before he was the savior, he was a child."
7826,7825,82505,House at the End of the Street,2012-09-21,"['Horror', 'Thriller']",English,5.8,1640.0,14.265,"A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over.",6900000.0,"['A Bigger Boat', 'FilmNation Entertainment', 'Relativity Media']",44287131.0,101.0,Fear reaches out... for the girl next door.
7827,7826,19092,Above the Rim,1994-03-23,['Crime'],English,6.9,165.0,14.265,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.",0.0,['New Line Cinema'],0.0,96.0,Some games you play. Some games play you.
7831,7830,382614,The Book of Henry,2017-06-16,"['Drama', 'Crime', 'Thriller']",English,7.5,1200.0,14.262,"Susan, a single mother of two, works as a waitress in a small town. Her son, Henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. When Henry discovers that the girl next door has a terrible secret, he implores Susan to take matters into her own hands.",10000000.0,"['Sidney Kimmel Entertainment', 'Double Nickel Entertainment']",4596705.0,105.0,Never leave things undone.
7832,7831,9272,The Good Son,1993-09-24,"['Thriller', 'Drama']",English,6.8,837.0,14.262,"A young boy stays with his aunt and uncle, and befriends his cousin who's the same age. But his cousin begins showing increasing signs of psychotic behavior.",17000000.0,['20th Century Fox'],60613008.0,87.0,Evil has many faces.
7833,7832,428836,Ophelia,2019-06-28,"['Drama', 'Romance', 'History']",English,7.3,483.0,14.261,"Ophelia comes of age as lady-in-waiting for Queen Gertrude, and her singular spirit captures Hamlet's affections. As lust and betrayal threaten the kingdom, Ophelia finds herself trapped between true love and controlling her own destiny.",12000000.0,"['Bobker / Kruger Films', 'Covert Media', 'Forthcoming Films', 'Bert Marcus Film']",242115.0,114.0,Hamlet through her eyes.
7834,7833,589594,Abduction,2019-03-20,"['Horror', 'Science Fiction', 'Thriller', 'Action']",English,6.1,79.0,14.26,"A man steps out of a park fountain in Ho Chi Minh City with no recollection of who he is or where he came from. As he wanders through the city, piecing together clues to his past, he is relentlessly pursued by mysterious figures.",0.0,"['Red Sea Media', 'Ace Films']",0.0,98.0,The clock is ticking for the human race…
7835,7834,12107,Nutty Professor II: The Klumps,2000-07-27,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",English,5.0,1159.0,14.257,"The hilarity begins when professor Sherman Klump finds romance with fellow DNA specialist, Denise Gaines, and discovers a brilliant formula that reverses aging. But Sherman's thin and obnoxious alter ego, Buddy Love, wants out...and a big piece of the action. And when Buddy gets loose, things get seriously nutty.",84000000.0,"['Universal Pictures', 'Imagine Entertainment']",123307945.0,106.0,The Klumps are back!
7836,7835,755339,Just Another Christmas,2020-12-03,"['Comedy', 'Family', 'Drama']",Portuguese,7.4,368.0,14.255,"After taking a very nasty fall on Christmas Eve, grinchy Jorge blacks out and wakes up one year later, with no memory of the year that has passed. He soon realizes that he’s doomed to keep waking up on Christmas Eve after Christmas Eve, having to deal with the aftermath of what his other self has done the other 364 days of the year.",0.0,['Camisa Listrada'],0.0,101.0,Imagine waking up and everyday is Christmas day.
7837,7836,79113,A Princess for Christmas,2011-12-03,"['Comedy', 'Family', 'TV Movie', 'Romance']",English,7.1,368.0,14.255,"After her sister and brother-in-law's tragic deaths, an American woman who is the guardian for her young niece and nephew is invited to a royal European castle for Christmas by her late brother-in-law's father, the Duke of Castlebury. Feeling out of place as a commoner, she is determined to give her family a merry Christmas and surprises herself when she falls for a handsome prince.",0.0,"['Motion Picture Corporation of America', 'Mediapro Studios']",0.0,91.0,Sometimes dreams come true
7838,7837,9989,Antitrust,2001-01-11,"['Action', 'Crime', 'Drama']",English,6.0,451.0,14.255,A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.,30000000.0,"['Industry Entertainment', 'Epsilon Motion Pictures', 'Hyde Park Films', 'Metro-Goldwyn-Mayer']",18195610.0,108.0,Truth can be dangerous...Trust can be deadly.
7839,7838,641370,Invasion: Planet Earth,2019-12-05,"['Action', 'Adventure', 'Science Fiction']",English,5.4,87.0,14.254,"On the same day that Tom Dunn finds out that he is to become a father again, the people of Earth become plagued with terrifying visions of the end of the world. When a gigantic, all-consuming alien mothership launches a ruthless attack, chaos and destruction follow. The ultimate war for Planet Earth is about to begin...",0.0,"['AlphaStar Productions', 'CMCV Studios']",0.0,98.0,They're coming.
7840,7839,533444,Waves,2019-11-15,"['Romance', 'Drama']",English,7.4,535.0,14.254,A controlling father’s attempts to ensure that his two children succeed in high school backfire after his son experiences a career-ending sports injury. Their familial bonds are eventually placed under severe strain by an unexpected tragedy.,6000000.0,"['Bron Studios', 'JW Films']",2576990.0,135.0,Love is patient.
7841,7840,8424,Love Me If You Dare,2003-09-17,"['Drama', 'Comedy', 'Romance']",French,7.3,1667.0,14.253,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",0.0,"['StudioCanal', 'Nord-Ouest Films', 'M6 Films', 'France 2 Cinéma', 'Artémis Productions', 'Canal+', 'Paramount Vantage', 'Playtime']",0.0,93.0,"When is love a game, and when is it not?"
7842,7841,88557,Pokémon the Movie: White - Victini and Zekrom,2011-07-16,"['Animation', 'Family', 'Adventure', 'Drama', 'Fantasy']",Japanese,6.6,157.0,14.242,"The Kingdom of the People of the Earth once ruled over the land, but now all that remains is the Sword of the Earth. in the city of Eindoak. Satoshi, Iris, and Dent arrive in Eindoak during a harvest festival's Pokémon Tournament and meet the legendary Pokémon Victini who wishes to share its powers of victory to someone. Elsewhere in the city, a descendant of the People of the Earth named Dred Grangil has arrived who seeks to revive the kingdom's power with the Sword of the Earth, bringing them back into power over the land, and Satoshi and his friends must stop him before he destroys the land along with Victini.",0.0,"['OLM', 'Pikachu Project', 'Production I.G', 'Shogakukan-Shueisha Productions', 'TV Tokyo', 'XEBEC', 'Shogakukan', 'Media Factory', 'TakaraTomy', 'East Japan Marketing & Communications', 'The Pokémon Company']",0.0,96.0,A hero must choose: the power of ideals... or the courage of truth?
7843,7842,12508,Rock Star,2001-09-04,"['Music', 'Drama', 'Comedy']",English,6.7,647.0,14.242,"A wannabe rock star who fronts a Pennsylvania-based tribute band is devastated when his kick him out of the group he founded. Things begin to look up for Izzy when he is asked to join Steel Dragon, the heavy metal rockers he had been imitating for so long. This film is loosely based on the true story of the band Judas Priest.",57000000.0,"['Metal Productions Inc.', 'Bel Air Entertainment', 'Maysville Pictures', 'Robert Lawrence Productions', 'Warner Bros. Pictures']",19334145.0,105.0,The story of a wanna be who got to be.
7844,7843,11880,Dog Soldiers,2002-05-10,"['Horror', 'Action', 'Thriller']",English,6.7,728.0,14.241,"A squad of British soldiers on training in the lonesome Scottish wilderness find a wounded Special Forces captain and the remains of his team. As they encounter zoologist Megan, it turns out that werewolves are active in the region. They have to prepare for some action as there will be a full moon tonight...",2000000.0,"['The Victor Film Company', 'The Carousel Picture Company', 'The Noel Gay Motion Picture Company', 'Kismet Entertainment Group', 'Luxembourg Film Fund']",3537283.0,105.0,Six men. Full moon. No chance.
7845,7844,369883,Middle School: The Worst Years of My Life,2016-10-07,"['Family', 'Comedy']",English,6.9,373.0,14.239,A quiet teenage artist Rafe Katchadorian has a wild imagination and is sick of middle school and the rules that have been put before him. Rafe and his best friend Leo have come up with a plan: break every rule in the school hand book and as you expect trouble follows.,8500000.0,"['Lionsgate', 'CBS Films', 'Participant']",23316139.0,92.0,Rules aren't for everyone.
7846,7845,559581,Stowaway,2021-06-24,"['Science Fiction', 'Drama', 'Thriller', 'Adventure']",English,5.8,354.0,14.238,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,10000000.0,"['RainMaker Films', 'Yale Productions', 'Augenschein Filmproduktion', 'Black Canopy Films', 'MMC Movies', 'Phiphen Pictures', 'RISE PICTURES', 'Stage 6 Films', 'XYZ Films', 'Bavaria Filmproduktion', 'WeFadeToGrey']",0.0,117.0,"Millions of miles from home, survival comes with sacrifice."
7847,7846,48034,Little White Lies,2010-10-20,"['Comedy', 'Drama']",French,7.1,1426.0,14.237,"Despite a traumatic event, a group of friends decide to go ahead with their annual beach vacation. Their relationships, convictions, sense of guilt and friendship are sorely tested. They are finally forced to own up to the little white lies they've been telling each other.",25000000.0,"['Les Productions du Trésor', 'M6 Films', 'EuropaCorp']",48531470.0,154.0,The one thing friends can't escape is a few home truths.
7850,7849,2661,Batman,1966-07-30,"['Action', 'Comedy', 'Crime']",English,6.3,741.0,14.234,The Dynamic Duo faces four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.,1377800.0,"['William Dozier Productions', 'Greenway Productions', '20th Century Fox', 'DC Comics']",3900000.0,105.0,He's Here Big As Life In A Real Bat-Epic
7851,7850,487083,Paradise Hills,2019-08-29,"['Fantasy', 'Science Fiction', 'Thriller']",English,6.0,460.0,14.232,"A young woman is sent to Paradise Hills to be reformed, only to learn that the high-class facility's beautiful facade hides a sinister secret.",6000000.0,"['Nostromo Pictures', 'Colina Paraiso AIE', 'TVE', 'Crea SGR', 'Generalitat de Catalunya - Departament de Cultura', 'Instituto de Ciencias y Artes Cinematográficas del Ministerio de Cultura', 'Nublar Productions']",0.0,95.0,Rebels Reign.
7853,7852,12192,Pathology,2008-04-11,"['Crime', 'Horror', 'Thriller']",English,5.6,402.0,14.23,"Medical student Ted Grey graduates at the top of his class and quickly joins an elite pathology program, whose top students invite him into their circle. There he uncovers a gruesome secret: They play a game in which one tries to commit the perfect, undetectable murder, then the others compete to determine the victim's cause of death.",8000000.0,"['Lakeshore Entertainment', 'Camelot Pictures', 'Metro-Goldwyn-Mayer']",0.0,95.0,No body is safe.
7854,7853,8999,Derailed,2005-11-11,"['Drama', 'Thriller']",English,6.3,902.0,14.23,"When two married business executives having an affair are blackmailed by a violent criminal, they are forced to turn the tables on him to save their families.",22000000.0,"['di Bonaventura Pictures', 'Miramax', 'Patalex V Productions Limited', 'The Weinstein Company']",57479076.0,108.0,He never saw it coming.
7856,7855,10345,K-9,1989-04-28,"['Action', 'Comedy', 'Crime']",English,6.1,852.0,14.224,"The extravagant cop Michael Dooley needs some help to fight a drug dealer who has tried to kill him. A ""friend"" gives him a dog named Jerry Lee (Officer Lewis), who has been trained to smell drugs. With his help, Dooley sets out to put his enemy behind the bars, but Jerry Lee has a personality of his own and works only when he wants to. On the other hand, the dog is quite good at destroying Dooley's car, house and sex-life...",17000000.0,"['Gordon Company', 'Universal Pictures']",78247647.0,101.0,Meet the two toughest cops in town.  One's just a little smarter than the other!
7858,7857,493065,Cut Throat City,2020-07-31,"['Action', 'Crime', 'Drama', 'Thriller']",English,6.5,125.0,14.221,"Four boyhood friends return to New Orleans’ Lower Ninth Ward after Hurricane Katrina, to find their home decimated and prospects for work swept away. Turning to a local gangster for employment, the crew is hired to pull off a daring casino heist, right in the heart of the city.",0.0,"['Rumble Riot Pictures', 'Patriot Pictures']",0.0,123.0,Desperate times. Dangerous measures.
7860,7859,164457,Out of the Furnace,2013-12-06,"['Thriller', 'Drama', 'Crime']",English,6.6,1740.0,14.218,"Two brothers live in the economically-depressed Rust Belt, when a cruel twist of fate lands one in prison. His brother is then lured into one of the most violent crime rings in the Northeast.",22000000.0,"['Energy Entertainment', 'Appian Way', 'Relativity Media', 'Scott Free Productions', 'Red Granite Pictures']",15400000.0,116.0,Sometimes your battles choose you.
7861,7860,429197,Vice,2018-12-25,"['Comedy', 'Drama']",English,7.1,3024.0,14.217,"George W. Bush picks Dick Cheney, the CEO of Halliburton Co., to be his Republican running mate in the 2000 presidential election. No stranger to politics, Cheney's impressive résumé includes stints as White House chief of staff, House Minority Whip and Defense Secretary. When Bush wins by a narrow margin, Cheney begins to use his newfound power to help reshape the country and the world.",60000000.0,"['Plan B Entertainment', 'Gary Sanchez Productions', 'Annapurna Pictures']",76073488.0,132.0,The untold true story that changed the course of history.
7863,7862,491283,Judy,2019-09-27,"['Drama', 'History', 'Music']",English,6.7,1067.0,14.216,"Thirty years after starring in ""The Wizard of Oz,"" beloved actress and singer Judy Garland arrives in London to perform sold-out shows at the Talk of the Town nightclub. While there, she reminisces with friends and fans and begins a whirlwind romance with musician Mickey Deans, her soon-to-be fifth husband.",0.0,"['BBC Film', 'Calamity Films', 'Pathé', 'LD Entertainment', 'Roadside Attractions']",38981322.0,118.0,Judy Garland: The Legend Behind the Rainbow.
7866,7865,4241,Visitor Q,2001-03-17,"['Comedy', 'Drama', 'Horror', 'Thriller']",Japanese,6.4,437.0,14.214,"In a dysfunctional family where the mother is a heroin addict and prostitute, beaten by her son, and the father is an ex-TV reporter, sleeping with his daughter and filming his son being beaten up, ‘Q’, a complete stranger enters the bizarre family, changing their lives for the better, finding a balance in their disturbing natures.",60400.0,"['CineRocket', 'Trustech Japan Co., Ltd.']",0.0,84.0,The only thing stranger than this family is... Visitor Q.
7869,7868,11862,Father of the Bride Part II,1995-12-08,"['Comedy', 'Family']",English,6.3,642.0,14.211,"Just when George Banks has recovered from his daughter's wedding, he receives the news that she's pregnant ... and that George's wife is expecting too. He was planning on selling their home, but that's a plan that—like George—will have to change with the arrival of both a grandchild and a kid of his own.",0.0,"['Touchstone Pictures', 'Sandollar Productions']",76594107.0,106.0,Just When His World Is Back To Normal... He's In For The Surprise Of His Life!
7870,7869,11349,Cape Fear,1962-04-12,"['Drama', 'Thriller']",English,7.4,496.0,14.211,"Sam Bowden witnesses a rape committed by Max Cady and testifies against him. When released after 8 years in prison, Cady begins stalking Bowden and his family but is always clever enough not to violate the law.",35000000.0,"['Melville-Talbot Productions', 'Universal Pictures']",103000000.0,105.0,Now he had only one weapon left—murder!
7873,7872,26688,Sorority Row,2009-09-09,"['Horror', 'Mystery']",English,5.5,503.0,14.209,"When five sorority girls inadvertently cause the murder of one of their sisters in a prank gone wrong, they agree to keep the matter to themselves and never speak of it again, so they can get on with their lives. This proves easier said than done, when after graduation a mysterious killer goes after the five of them and anyone who knows their secret.",12500000.0,"['Karz Entertainment', 'Summit Entertainment', 'House Row Productions']",27206120.0,101.0,The Sisters of Theta Pi Are Dying To Keep a Secret.
7876,7875,10723,Bulletproof,1996-09-06,"['Comedy', 'Crime', 'Action']",English,5.7,510.0,14.208,"An undercover police officer named Rock Keats befriends a drug dealer and car thief named Archie Moses in a bid to catch the villainous drug lord Frank Coltan. But the only problem is that Keats is a cop, his real name is Jack Carter, and he is working undercover with the LAPD to bust Moses and Colton at a sting operation the LAPD has set up.",25000000.0,['Universal Pictures'],22611954.0,84.0,Tough cop. Hostile witness.
7877,7876,6073,The Mexican,2001-03-01,"['Action', 'Comedy', 'Crime', 'Romance']",English,5.9,1266.0,14.208,"Jerry Welbach, a reluctant bagman, has been given two ultimatums: The first is from his mob boss to travel to Mexico and retrieve a priceless antique pistol, known as ""the Mexican""... or suffer the consequences. The second is from his girlfriend Samantha to end his association with the mob. Jerry figures alive and in trouble with Samantha is better than the more permanent alternative, so he heads south of the border.",57000000.0,"['Pistolero Productions LLC', 'Newmarket Capital Group', 'Lawrence Bender Productions', 'DreamWorks Pictures']",147845033.0,123.0,Love with the safety off.
7878,7877,2039,Moonstruck,1987-12-16,"['Comedy', 'Drama', 'Romance']",English,6.8,769.0,14.208,"No sooner does Italian-American widow Loretta accept a marriage proposal from her doltish boyfriend, Johnny, than she finds herself falling for his younger brother, Ronny. She tries to resist, but Ronny lost his hand in an accident he blames on his brother, and has no scruples about aggressively pursuing her while Johnny is out of the country. As Loretta falls deeper in love, she comes to learn that she's not the only one in her family with a secret romance.",15000000.0,"['Star Partners', 'Metro-Goldwyn-Mayer']",80640528.0,102.0,Life. Family. Love.
7881,7880,520900,The Personal History of David Copperfield,2019-11-07,['Comedy'],English,6.5,399.0,14.204,"A fresh and distinctive take on Charles Dickens’ semi-autobiographical masterpiece, The Personal History of David Copperfield, set in the 1840s, chronicles the life of its iconic title character as he navigates a chaotic world to find his elusive place within it. From his unhappy childhood to the discovery of his gift as a storyteller and writer, David’s journey is by turns hilarious and tragic, but always full of life, colour and humanity.",15600000.0,"['FilmNation Entertainment', 'Film4 Productions', 'Wishmore']",11620337.0,119.0,From rags to riches... and back again.
7883,7882,84188,Compliance,2012-08-23,"['Drama', 'Thriller']",English,6.4,584.0,14.204,"On a particularly busy day at a suburban Ohio fast food restaurant, manager Sandra receives a phone call from a police officer saying that an employee has stolen money from a customer.",270000.0,"['Bad Cop / Bad Cop', 'Dogfish Pictures', 'Muskat Filmed Properties', 'Low Spark Films']",592116.0,90.0,How far would you go?
7884,7883,16136,Juice,1992-01-17,"['Crime', 'Drama', 'Thriller']",English,7.3,342.0,14.204,"Four Harlem friends -- Bishop, Q, Steel and Raheem -- dabble in petty crime, but they decide to go big by knocking off a convenience store. Bishop, the magnetic leader of the group, has the gun. But Q has different aspirations. He wants to be a DJ and happens to have a gig the night of the robbery. Unfortunately for him, Bishop isn't willing to take no for answer in a game where everything's for keeps.",5000000.0,['Paramount'],20146880.0,96.0,In the Ghettos of Harlem you don't buy respect... you earn it.
7885,7884,9535,Analyze This,1999-03-05,"['Comedy', 'Crime']",English,6.5,1644.0,14.204,"Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the ""family,"" unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy, well-adjusted gangster.",80000000.0,"['Spring Creek Productions', 'Tribeca Productions', 'Baltimore Pictures', 'Warner Bros. Pictures']",176885658.0,103.0,New York's most powerful gangster is about to get in touch with his feelings. YOU try telling him his 50 minutes are up.
7886,7885,577,To Die For,1995-09-22,"['Drama', 'Comedy', 'Crime']",English,6.6,674.0,14.204,"Suzanne Stone wants to be a world-famous news anchor and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary.",20000000.0,"['The Rank Organisation', 'Columbia Pictures']",21284514.0,106.0,All she wanted was a little attention
7887,7886,624479,Superman II: The Richard Donner Cut,2006-11-02,"['Science Fiction', 'Action', 'Adventure']",English,7.5,244.0,14.202,"Superman agrees to sacrifice his powers to start a relationship with Lois Lane, unaware that three Kryptonian criminals he inadvertently released are conquering Earth.",54000000.0,"['Warner Bros. Pictures', 'DC Comics', 'Dovemead Films']",0.0,116.0,The version you have never seen.
7889,7888,45202,The Housemaid,2010-05-13,"['Thriller', 'Drama']",Korean,6.4,272.0,14.202,A man's affair with his family's housemaid leads to dark consequences.,4000000.0,"['Sidus', 'Sidus FNH-Benex Cinema Fund 1', 'Michigan Venture Capital', 'Stareast Digital Laboratory', 'Hanwha Entertainment Fund No. 1', 'Mirovision', 'CJ Entertainment', 'Korean Film Council']",0.0,107.0,"When Opportunity Knocks, Answer at Your Own Risk."
7890,7889,42188,Never Let Me Go,2010-03-18,"['Drama', 'Romance', 'Science Fiction']",English,6.9,2060.0,14.2,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.",15000000.0,"['Fox Searchlight Pictures', 'DNA Films', 'Film4 Productions', 'Dune Entertainment']",9918093.0,104.0,These students have everything they need. Except time.
7892,7891,511424,"My Sailor, My Love",2022-09-30,"['Drama', 'Romance']",Finnish,6.2,6.0,14.197,"Howard, a retired sailor and widow, lives in a house by the sea. His adult daughter Grace hires a carer for her father, a lady in her mature years, Annie. Recluse and stubborn, Howard rejects Annie’s company, but eventually opens his heart and gives his final love a chance. Grace has her own crisis to unravel and finds her father’s romance difficult. Her father’s new love reminds her of the affection she missed, as a child and now again as an adult. Annie must face the complex father-daughter relationship, while Howard and Grace must realize their own imperfections.",4600000.0,"['Making Movies', 'Samson Films']",0.0,102.0,It's never too late to love.
7893,7892,451997,The Merciless,2017-05-17,"['Action', 'Crime', 'Mystery']",Korean,7.1,104.0,14.197,"Jae-ho, who aims to become the number one in a crime organization, gets to build up trust with Hyun-su, an ambitious newbie in the prison. While they try to take over the organization after the prison release, their ulterior motives starts to emerge.",0.0,"['CJ Entertainment', 'Barunson']",0.0,120.0,Careful who you trust.
7894,7893,9877,Urban Legend,1998-09-25,"['Horror', 'Thriller']",English,5.7,1136.0,14.197,A college campus is plagued by a vicious serial killer murdering students in ways that correspond to various urban legends.,14000000.0,"['TriStar Pictures', 'Original Film', 'Phoenix Pictures', 'Canal+ Droits Audiovisuels']",72527595.0,100.0,What you don't believe can kill you.
7895,7894,293646,The 33,2015-08-06,"['Drama', 'History']",English,6.4,850.0,14.196,"Based on the true story of the collapse of a mine in San Jose, Chile—that left 33 miners isolated underground for 69 days.",25000000.0,"['Alcon Entertainment', 'Phoenix Pictures', 'Half Circle', 'Gobierno de Colombia', 'Los 33', 'Warner Bros. Pictures', 'Dynamo', 'Fabula', 'Fox International Productions', 'Mandate International']",24902723.0,120.0,Hope Runs Deep
7896,7895,1649,Bill & Ted's Bogus Journey,1991-07-19,"['Adventure', 'Comedy', 'Science Fiction']",English,6.3,1043.0,14.196,"Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living.",0.0,"['Orion Pictures', 'Nelson Entertainment']",0.0,93.0,Once... they made history. Now... they are history.
7897,7896,64252,Fruits of Passion,1981-06-03,['Drama'],French,5.4,39.0,14.195,"A girl named O loves a rich, and much older man. She is subjected to a variety of humiliating experiences to prove her unconditional obedience to him in a Chinese brothel. A poor boy sees her and falls in love with her. To get the money needed to sleep with her, he takes part in rebellious acts.",0.0,"['Jinriki Hikoki Sha', 'Argos Films']",0.0,79.0,"The story of ""O"" continues in the Orient."
7898,7897,225565,That Awkward Moment,2014-01-29,"['Comedy', 'Romance']",English,6.1,2473.0,14.194,"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.",8000000.0,"['Treehouse Pictures', 'FilmDistrict', 'Focus Features']",45640143.0,94.0,When you realize getting some means wanting more.
7899,7898,623195,Falling Inn Love,2019-08-29,"['Romance', 'Comedy']",English,6.5,1079.0,14.193,"When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor.",0.0,['MarVista Entertainment'],0.0,98.0,Never assume anything on the internet matches its profile picture.
7900,7899,608654,The Banana Splits Movie,2019-09-04,"['Horror', 'Comedy']",English,6.7,214.0,14.191,"A boy named Harley and his family attend a taping of The Banana Splits TV show, which is supposed to be a fun-filled birthday for young Harley and business as usual for Rebecca, the producer of the series. But things take an unexpected turn - and the body count quickly rises. Can Harley, his mom and their new pals safely escape?",0.0,['Blue Ribbon Content'],0.0,90.0,Tra la la terror!
7903,7902,397852,Rendel,2017-09-22,"['Fantasy', 'Action', 'Crime']",Finnish,5.5,195.0,14.188,"Rendel, a masked superhero, becomes blinded by his desire for revenge against a sinister criminal organization.",1686858.0,"['Frozen Flame Pictures', 'Bad Beaver Productions', 'Black Lion Pictures', 'Haaja & Arwo Design']",1891907.0,105.0,Revenge begets revenge.
7906,7905,15301,Twilight Zone: The Movie,1983-06-24,"['Horror', 'Science Fiction', 'Fantasy']",English,6.5,612.0,14.185,"An anthology film presenting remakes of three episodes from the TV series ""Kick the Can"", ""It's a Good Life"" and ""Nightmare at 20,000 Feet"" and featuring one original story ""Time Out"".",10000000.0,['Warner Bros. Pictures'],29450919.0,101.0,"You're travelling through another dimension. A dimension, not only of sight and sound, but of mind. A journey into a wondrous land whose boundaries are that of imagination. Next stop, the Twilight Zone!"
7907,7906,14451,Dead Snow,2009-01-09,"['Horror', 'Comedy']",Norwegian,6.0,994.0,14.185,Eight medical students on a ski trip to Norway discover that Hitler's horrors live on when they come face to face with a battalion of zombie Nazi soldiers intent on devouring anyone unfortunate enough to wander into the remote mountains where they were once sent to die.,800000.0,"['Zwart Arbeid', 'Euforia Film', 'FilmCamp', 'Miho Film', 'Barentsfilm', 'Yellow Bastard Production', 'News On Request']",2166797.0,91.0,"Eins, Zwei, Die!"
